circle_id,point_index,python_x_psi,matlab_x_psi,x_absolute_error_psi,x_relative_error,python_y_psi,matlab_y_psi,y_absolute_error_psi,y_relative_error
circle1,26,2508.8820586678494,2508.9,0.017941332150712697,7.151075033167004e-06,550.94378149315,550.94,0.003781493149972448,6.863711384129756e-06
circle1,27,2491.145550458964,2491.1,0.04555045896404408,1.828527917949664e-05,566.8121807656937,566.81,0.002180765693765352,3.847436872612255e-06
circle1,28,2472.9145003133917,2472.9,0.014500313391636155,5.863687731665718e-06,582.1098482188177,582.11,0.0001517811823532611,2.607431281944325e-07
circle1,29,2454.2072653532496,2454.2,0.007265353249749751,2.96037537680293e-06,596.8213803981241,596.82,0.0013803981240698704,2.312922026858802e-06
circle1,30,2435.0426821783985,2435.0,0.04268217839853605,1.7528615358741704e-05,610.9319640377518,610.93,0.001964037751804426,3.2148327170124667e-06
circle1,31,2415.440047899583,2415.4,0.040047899582987156,1.658023498509032e-05,624.4273909760785,624.43,0.002609023921422704,4.178248837215867e-06
circle1,32,2395.419100707877,2395.4,0.019100707876987144,7.973911612668926e-06,637.2940724621358,637.29,0.004072462135809474,6.390280933028094e-06
circle1,33,2375.0,2375.0,0.0,0.0,649.519052838329,649.52,0.0009471616709788577,1.4582486620563766e-06
circle1,34,2354.203306079512,2354.2,0.0033060795121855335,1.4043324748048313e-06,661.0900225856866,661.09,2.2585686565435026e-05,3.4164314337586445e-08
circle1,35,2333.0499594543307,2333.0,0.049959454330746667,2.1414253892304616e-05,671.9953307185019,672.0,0.004669281498081546,6.948335562621348e-06
circle1,36,2311.5612597514146,2311.6,0.03874024858532721,1.675906237468732e-05,682.2239965158888,682.22,0.003996515888729846,5.858104260692805e-06
circle1,37,2289.758844269846,2289.8,0.04115573015405971,1.797350430345869e-05,691.7657205784361,691.77,0.004279421563865071,6.18619131194627e-06
circle1,38,2267.664666193904,2267.7,0.03533380609587766,1.5581340607610207e-05,700.61089519883,700.61,0.0008951988299941149,1.277742010525278e-06
circle1,39,2245.300972488066,2245.3,0.0009724880655994639,4.331216610695514e-07,708.7506140360014,708.75,0.0006140360013660029,8.663647285587342e-07
circle1,40,2222.690281496206,2222.7,0.009718503793919808,4.3723866441354246e-06,716.1766810830554,716.18,0.0033189169445222433,4.634193840266754e-06
circle1,41,2199.8553602675265,2199.9,0.04463973247356989,2.0291709838433515e-05,722.8816189199565,722.88,0.0016189199565133094,2.2395417725117716e-06
circle1,42,2176.819201632071,2176.8,0.01920163207068981,8.821036416156656e-06,728.8586762426562,728.86,0.0013237573438118488,1.8162024858159988e-06
circle1,43,2153.6050010488934,2153.6,0.0050010488935186,2.3221809498136148e-06,734.101834661084,734.1,0.0018346610839898858,2.4991977714070097e-06
circle1,44,2130.236133250198,2130.2,0.03613325019796321,1.6962374517868372e-05,738.605814759156,738.61,0.004185240843980864,5.666374465524247e-06
circle1,45,2106.7361287049634,2106.7,0.0361287049636303,1.7149430371495848e-05,742.3660814106995,742.37,0.003918589300496933,5.278485526754762e-06
circle1,46,2083.1286499257585,2083.1,0.028649925758600148,1.3753504756660817e-05,745.3788483459406,745.38,0.0011516540594129765,1.5450562926466723e-06
circle1,47,2059.4374676425914,2059.4,0.037467642591309414,1.819347508561203e-05,747.6410819639568,747.64,0.0010819639568353523,1.447172378197197e-06
circle1,48,2035.686436867807,2035.7,0.013563132192984995,6.662638008048826e-06,749.150504387256,749.15,0.0005043872560008822,6.732793913113291e-07
circle1,49,2011.8994728761063,2011.9,0.0005271238937893941,2.6200302887290326e-07,749.9055957554064,749.91,0.004404244593615658,5.873030888527501e-06
circle1,50,1988.1005271238937,1988.1,0.0005271238937893941,2.6513952708082794e-07,749.9055957554064,749.91,0.004404244593615658,5.873030888527501e-06
circle1,51,1964.313563132193,1964.3,0.013563132192984995,6.904817081395405e-06,749.150504387256,749.15,0.0005043872560008822,6.732793913113291e-07
circle1,52,1940.5625323574086,1940.6,0.037467642591309414,1.9307246517216024e-05,747.6410819639568,747.64,0.0010819639568353523,1.447172378197197e-06
circle1,53,1916.8713500742415,1916.9,0.028649925758600148,1.4945967843184384e-05,745.3788483459406,745.38,0.0011516540594129765,1.5450562926466723e-06
